umap_x,umap_y,dominant_episode
4.9933133,8.691594,CB
12.162358,11.913182,EDR
12.860291,2.5133848,EDR
0.7469935,7.118536,CB
6.0456724,5.04498,CB
4.984533,16.095001,EDR
12.226171,4.9515605,EDR
11.523701,5.355586,EDR
13.227595,13.764645,EDR
15.13913,1.0238361,EDR
13.801606,10.131162,EDR
10.539325,10.898822,EDR
15.417761,4.9056525,EDR
2.7465646,11.867772,EDR
12.020255,13.216963,EDR
8.230385,15.816971,EDR
10.788631,1.8771722,EDR
12.970166,3.4210932,EDR
1.6135972,11.366846,EDR
10.97416,5.772533,CB
12.174136,5.545594,EDR
5.887883,15.739758,EDR
4.0315833,10.957589,CB
15.895414,11.1962595,EDR
7.6536827,1.3613117,CB
15.187212,13.300244,EDR
6.5027103,6.1491632,CB
1.1519185,9.701659,EDR
1.9392226,9.181267,CB
18.705786,5.3625283,EDR
9.649474,6.0891705,CB
6.0126534,6.2554016,CB
11.141764,3.32061,CB
11.822583,3.503817,EDR
13.575116,3.8433213,EDR
2.700411,14.621216,EDR
5.775986,14.064364,EDR
12.024918,11.228867,EDR
5.180947,2.8345203,CB
15.617953,11.765919,EDR
12.1510935,3.7192678,EDR
7.401235,-2.2804434,PEP
1.0837888,8.228947,CB
10.1092205,6.3884625,CB
-9.965238,-1.0710038,EDR
10.921227,-2.5878415,CB
3.8104982,9.435889,CB
5.8573723,4.601128,CB
11.990065,7.6511784,EDR
3.1519275,3.6374593,CB
4.684047,11.3832855,CB
12.284391,2.960585,EDR
6.596057,11.317491,EDR
15.884963,2.3292391,EDR
8.696731,10.941242,EDR
6.9564037,-1.0892968,CB
1.1187968,7.019445,CB
10.704942,7.177486,EDR
6.453443,9.320856,CB
15.4712305,3.7897418,EDR
0.5377564,11.567567,EDR
8.300762,15.445857,EDR
14.58385,4.6685553,EDR
6.5087037,7.857107,CB
9.519781,2.7452407,CB
6.655604,4.0282755,CB
17.700987,3.1389403,EDR
16.106651,9.09417,EDR
10.161119,8.57447,EDR
16.434769,5.921313,EDR
8.888954,11.704756,EDR
1.2663693,7.1193027,CB
3.2547286,15.347775,EDR
2.3818538,6.3423553,CB
10.052669,7.632286,EDR
-10.444155,-1.5073591,EDR
15.138509,11.896627,EDR
11.8927765,6.736162,EDR
-10.984173,-0.8939888,EDR
16.662422,3.3306577,EDR
11.66642,13.131095,EDR
15.964718,5.8807015,EDR
1.0482758,10.4356365,CB
5.8507376,2.326904,CB
15.082868,4.0970836,EDR
2.560839,11.998525,EDR
8.139367,7.4472537,CB
3.094206,9.3631,CB
12.567874,8.034821,EDR
16.436531,4.072508,EDR
16.807922,11.172219,EDR
15.654343,4.60915,EDR
19.418629,4.571048,EDR
6.9762683,14.615248,EDR
8.658958,8.732215,CB
19.333857,4.22291,EDR
8.209769,10.629831,EDR
8.102192,16.602026,EDR
9.521537,5.3059616,CB
6.974521,2.8500745,CB
5.6863503,11.570743,CB
6.9468994,1.5057478,CB
19.097675,2.6291656,EDR
8.845984,1.2654912,CB
6.3651733,8.09343,CB
10.327916,13.677964,EDR
9.56406,1.9211677,CB
8.465277,10.023868,CB
8.265878,14.376352,EDR
5.2364116,11.048579,CB
8.024743,-2.392227,PEP
12.647605,14.423913,EDR
14.058152,11.003685,EDR
10.1553335,4.8427505,CB
10.216358,15.015592,EDR
16.21326,6.812666,EDR
9.585782,6.8409953,CB
14.666852,2.545695,EDR
12.404459,8.310755,EDR
7.565063,0.36420712,CB
-10.988776,-1.272376,EDR
9.693162,8.426833,CB
6.5344505,4.45437,CB
7.7149944,8.390524,CB
11.09589,2.421604,CB
8.754295,9.696737,EDR
13.564052,8.013636,EDR
12.6051235,5.690551,EDR
9.279016,6.540438,CB
10.65009,8.826044,EDR
5.8658566,3.307006,CB
13.221783,1.9766263,EDR
2.0290418,10.584846,CB
4.9403834,5.0842204,CB
3.0224378,9.283399,CB
11.89722,7.0387177,EDR
12.155436,9.12388,EDR
4.5804195,7.525535,CB
5.0189734,9.968824,CB
16.465221,11.423987,EDR
11.538577,1.4980208,EDR
4.6301055,6.1353035,CB
4.159035,9.1333685,CB
2.8780603,14.91703,EDR
-10.324076,-0.72547555,EDR
13.1704645,11.70677,EDR
10.424618,11.8051815,EDR
13.0339985,14.683092,EDR
13.414673,12.132264,EDR
16.046738,8.0029,EDR
5.5063605,3.4045744,CB
6.5226355,11.514377,EDR
9.076659,7.5532002,CB
6.6874156,7.856252,CB
1.1865289,13.007742,EDR
9.108851,15.476871,EDR
8.92083,3.2991526,CB
0.23268822,9.520443,EDR
11.194791,6.7169604,EDR
6.6384983,13.020313,EDR
19.012623,6.0455995,EDR
17.604464,2.8963153,EDR
2.1605299,9.016476,CB
16.904827,10.252202,EDR
7.2161474,1.2557346,CB
5.592855,0.39865732,CB
4.800474,-0.087228715,CB
6.5008006,5.3247614,CB
11.617726,4.621152,CB
3.2219653,9.50905,CB
8.356166,1.0836529,CB
12.518168,9.965662,EDR
10.135727,2.057747,CB
15.087102,7.3611393,EDR
10.126483,3.5094147,CB
7.8052654,7.2594295,CB
7.918377,-2.8746698,PEP
17.682543,6.152792,EDR
8.534671,8.764367,EDR
10.387725,6.594633,CB
2.3994334,8.680886,CB
14.050558,14.677973,EDR
10.299405,3.1626494,CB
6.562677,6.369046,CB
16.18484,10.050158,EDR
12.279877,4.5136476,EDR
14.902662,6.04764,EDR
3.3886163,10.790389,CB
11.577448,8.9076,EDR
7.7208076,14.092226,EDR
5.5639515,9.870882,CB
12.047209,7.155603,EDR
4.462157,10.235992,CB
5.360249,11.174139,CB
7.91305,1.9035006,CB
11.467126,1.7118225,EDR
12.225965,8.409168,EDR
9.615273,4.992436,CB
9.0310755,7.34016,CB
10.318553,3.4976892,CB
13.173155,6.662466,EDR
5.0164104,8.234506,CB
6.1615767,16.539436,EDR
4.9555435,5.9076767,CB
7.856903,6.8044276,CB
6.9195013,6.41649,CB
11.212035,12.450483,EDR
10.598006,13.371785,EDR
13.48136,5.245609,EDR
8.995782,3.9453475,CB
12.241433,0.41962534,CB
8.581332,1.1838009,CB
8.571897,15.090746,EDR
12.323881,7.296726,EDR
4.1048613,15.557712,EDR
4.76569,1.2624818,CB
13.926805,13.760104,EDR
4.4208117,4.691028,CB
14.507751,-0.76708287,CB
12.807849,13.13536,EDR
8.222539,12.984574,EDR
6.5563774,11.559396,EDR
11.76559,8.82088,EDR
13.097052,2.7553043,EDR
15.447928,9.466034,EDR
12.878372,15.016795,EDR
15.950103,5.6096725,EDR
-10.71362,-0.67950267,EDR
9.372279,-2.3171043,PEP
11.449514,-0.9097211,CB
12.141543,14.941056,EDR
11.790481,3.8161523,EDR
11.89809,-2.478763,CB
6.7607327,4.609436,CB
14.352708,7.4394455,EDR
-10.0278425,-0.53233266,EDR
7.420546,16.516815,EDR
14.97412,13.51448,EDR
13.830616,13.529734,EDR
5.064857,4.9260902,CB
13.808728,1.2657999,EDR
9.13465,12.395131,EDR
11.737675,-2.9823828,CB
13.09053,11.142795,EDR
14.567296,1.9583131,EDR
14.398926,13.893211,EDR
10.990071,-1.3526145,CB
11.8160925,9.916973,EDR
17.11858,7.715214,EDR
12.378872,-0.7014605,CB
8.346748,4.2187886,CB
4.3033705,2.8692245,CB
11.550354,2.9330122,EDR
12.284167,13.592242,EDR
6.3748455,16.262434,EDR
13.096427,7.159366,EDR
12.319208,14.488862,EDR
4.1948357,7.4589605,CB
17.138369,2.3646574,EDR
-10.283607,-1.0386688,EDR
9.944763,-1.538321,CB
7.0275207,10.993427,EDR
3.2848513,5.027567,CB
5.3685865,7.80938,CB
6.9577727,9.954746,CB
12.990199,6.7281876,EDR
10.401216,4.5161495,CB
12.371706,8.592057,EDR
13.810334,11.135552,EDR
7.187615,10.575916,EDR
8.703784,13.602939,EDR
12.951759,3.3413994,EDR
3.546939,5.66151,CB
16.261229,5.485367,EDR
5.8632026,7.1284404,CB
13.931409,8.723671,EDR
7.9330893,6.3409557,CB
11.6385975,6.4520464,EDR
14.571982,1.8588235,EDR
7.552469,1.6089483,CB
5.045061,5.46817,CB
13.51388,-0.84569365,CB
7.1156783,6.311239,CB
14.139562,10.559845,EDR
9.976512,-0.9395003,CB
8.357849,-4.331435,PEP
0.8131989,10.037484,EDR
4.4852796,8.213711,CB
6.638841,11.588087,EDR
10.765574,-0.014358418,CB
9.509624,8.088024,EDR
6.806704,7.4853234,CB
4.4245286,8.640603,CB
-10.636931,-0.34075415,EDR
8.624669,-1.052304,CB
10.108136,4.024769,CB
-10.384546,-1.4666691,EDR
7.119255,11.20338,EDR
5.0120792,4.1004663,CB
9.811586,10.263613,EDR
10.380702,6.8075023,CB
6.217947,7.6591277,CB
8.609824,-3.9275837,PEP
7.7288685,12.046427,EDR
10.5219965,9.057505,EDR
5.4288177,11.382455,CB
14.321567,7.0402174,EDR
12.807702,11.188681,EDR
7.612935,5.7661376,CB
5.7295637,-1.0895416,CB
18.611275,5.419976,EDR
17.684208,7.4730105,EDR
4.340619,13.107705,EDR
6.820561,1.1099421,CB
0.12866776,8.1844,CB
5.5354543,4.6035094,CB
11.899678,1.086735,EDR
12.234907,2.698922,EDR
10.219268,-2.9317234,PEP
5.886098,14.981743,EDR
9.094741,4.2381496,CB
8.90596,7.073561,CB
13.102431,12.301345,EDR
2.232996,14.691835,EDR
5.529367,8.77168,CB
11.684053,10.01814,EDR
7.955184,4.8467374,CB
10.838946,13.049602,EDR
6.940338,11.810118,EDR
2.5995133,6.3504667,CB
11.113358,3.9257228,EDR
3.1075265,3.9535062,CB
8.13401,4.0667934,CB
12.338507,11.430779,EDR
13.3053,7.757743,EDR
7.691994,8.519608,CB
5.456281,9.194938,CB
5.048741,13.110928,EDR
14.344745,0.7898516,EDR
15.361711,3.8979158,EDR
15.782583,6.9235964,EDR
7.0876727,13.240171,EDR
13.969333,4.2991524,EDR
14.59258,2.409112,EDR
15.764444,4.0283494,EDR
6.9070873,13.967046,EDR
11.015782,5.229612,CB
4.744713,11.5600395,CB
5.694317,12.66282,EDR
7.9588857,15.318705,EDR
6.028988,14.225749,EDR
-10.824316,-0.8719854,EDR
13.623738,6.8039556,EDR
16.521559,8.760891,EDR
3.8774295,9.71021,CB
1.8822813,13.046468,EDR
5.0149226,5.537383,CB
7.7510614,-3.0762303,PEP
13.635629,14.805534,EDR
9.563695,11.448798,EDR
2.5407166,8.716192,CB
7.3470063,-4.5049605,PEP
11.7773075,15.033537,EDR
6.731941,2.8571832,CB
11.017803,14.214527,EDR
17.094088,2.1175666,EDR
11.0390625,11.071521,EDR
-11.030847,-0.6957352,EDR
12.004048,-3.5089588,PEP
13.676261,12.6978,EDR
1.3738631,8.470627,CB
11.282928,14.1586685,EDR
2.934513,14.828919,EDR
16.784952,9.948872,EDR
11.2951145,7.974155,EDR
9.346134,-0.97754765,CB
12.067539,3.2332811,EDR
12.579481,10.387814,EDR
4.6190386,14.315095,EDR
5.7439346,6.7336206,CB
16.444347,8.304312,EDR
1.9378024,11.957723,EDR
11.524829,4.5461154,EDR
13.746814,14.151582,EDR
18.837633,2.952159,EDR
11.84917,2.8610847,EDR
12.872236,0.5850062,CB
7.576138,15.420949,EDR
16.176504,9.000893,EDR
6.1155105,9.058192,CB
3.0604222,9.873937,CB
18.490482,5.120959,EDR
8.328185,15.410941,EDR
14.923327,1.7433083,EDR
10.09732,11.829813,EDR
14.127877,12.090899,EDR
9.071626,1.6511546,CB
16.709005,8.977871,EDR
4.0048347,11.172144,CB
21.418512,9.510735,CB
15.536898,-0.16639465,CB
15.406111,8.771513,EDR
-10.949734,-0.90292096,EDR
13.800863,3.5080483,EDR
17.97243,1.5132552,EDR
2.011999,11.314656,EDR
13.399428,12.640959,EDR
7.797163,7.167108,CB
10.079447,6.209019,CB
7.486758,-1.5356183,CB
10.953842,15.909356,EDR
17.895477,2.7550642,EDR
7.9873185,10.274189,CB
3.4974494,7.996784,CB
6.00034,2.884119,CB
17.465511,8.274571,EDR
11.446946,3.7698607,CB
-11.166799,-0.8310443,EDR
5.308086,0.53811896,CB
10.927661,-3.3396578,PEP
9.809527,14.639788,EDR
10.067042,13.28236,EDR
13.886789,0.923024,EDR
4.9998913,8.150611,CB
14.282271,7.1817384,EDR
8.424422,16.325314,EDR
1.7759535,7.393065,CB
6.68685,0.06317742,CB
0.0007612829,10.293292,EDR
18.529629,3.6266615,EDR
9.428217,0.01785786,CB
3.5733209,3.8028286,CB
13.788398,14.823139,EDR
5.3445215,12.768333,EDR
5.583684,9.218578,CB
3.0658464,8.032658,CB
13.629642,15.186059,EDR
4.294657,4.2337246,CB
5.981312,14.894104,EDR
7.87925,12.423977,EDR
7.0208607,10.629331,CB
-10.133037,-0.6833814,EDR
5.018391,13.577927,EDR
12.738058,0.42055342,CB
17.778564,3.8610227,EDR
14.616446,14.618177,EDR
11.790203,14.03049,EDR
6.3341227,4.031514,CB
5.343091,10.05705,CB
8.511688,-4.014342,PEP
-10.903204,-0.7402747,EDR
13.76443,9.2828665,EDR
5.681393,0.93952304,CB
16.295393,12.615641,EDR
0.7722537,6.961831,CB
8.766285,-4.195726,PEP
11.477575,11.282032,EDR
12.696159,10.372559,EDR
5.963947,4.4923654,CB
2.428098,11.361654,CB
9.146843,0.36687726,CB
6.6755595,-0.8573261,CB
11.673703,8.759132,EDR
4.3568363,5.800312,CB
7.422582,1.442507,CB
14.372988,3.8293738,EDR
9.997789,10.676666,EDR
11.542128,-2.9753714,CB
4.789023,0.41137865,CB
14.970238,1.7236384,EDR
7.430204,-2.6261356,PEP
10.71046,-1.9010029,CB
10.736958,8.265428,EDR
12.913884,9.063273,EDR
11.084648,4.4087443,CB
17.241184,1.5842974,EDR
7.9188776,14.989748,EDR
16.90525,4.4770546,EDR
10.456437,12.563698,EDR
7.5827413,7.116204,CB
8.330839,8.335401,CB
9.657643,5.830335,CB
13.579197,11.758654,EDR
2.7198362,15.213714,EDR
-9.973422,-0.6033167,EDR
6.6056285,14.926192,EDR
15.399043,8.03903,EDR
13.51617,10.502449,EDR
9.610322,3.907941,CB
4.145551,0.62656885,CB
4.777084,3.7024126,CB
14.261128,1.6690285,EDR
17.046083,6.0122285,EDR
-10.018913,-0.46993265,EDR
15.885056,4.6464963,EDR
10.472126,8.940374,EDR
11.52285,8.496624,EDR
5.8079696,0.9889215,CB
7.0852103,11.523147,EDR
13.2870865,13.666891,EDR
6.673953,11.4542,EDR
4.044277,0.23129511,CB
7.3046083,4.84275,CB
10.113349,-3.1462665,PEP
11.568738,14.699935,EDR
3.8246968,13.712705,EDR
7.368236,10.2821665,CB
8.449849,6.5638213,CB
2.606235,6.8306446,CB
0.7858508,7.667527,CB
5.779195,6.338164,CB
11.175185,3.921892,CB
10.595203,1.006703,CB
7.5192275,2.5411277,CB
5.986222,4.3281345,CB
9.205069,12.315854,EDR
14.980219,9.937096,EDR
8.836022,-1.3863096,CB
15.852176,6.526484,EDR
3.2275836,6.1844916,CB
14.495797,3.964242,EDR
11.670981,13.718949,EDR
13.945236,1.3858454,EDR
14.765051,8.671748,EDR
11.57171,2.914766,EDR
9.826758,5.9874334,CB
13.521899,9.698252,EDR
12.304128,3.0758696,EDR
6.927261,14.727349,EDR
4.522673,3.430063,CB
11.185234,0.7466707,CB
8.181026,15.110233,EDR
7.584663,0.0076757856,CB
7.2622447,13.229247,EDR
13.334559,8.402173,EDR
9.969511,6.2793064,CB
17.077833,4.3879957,EDR
16.844936,5.194129,EDR
9.994598,14.760027,EDR
11.713565,2.3594213,EDR
8.979349,9.857166,EDR
6.2830453,3.0820086,CB
11.582517,9.692735,EDR
11.75009,14.650946,EDR
9.08963,-1.3405229,CB
9.226809,13.139216,EDR
12.236354,11.450999,EDR
8.959176,-4.2325654,PEP
-10.545037,-0.6041616,EDR
7.5705523,6.1492486,CB
14.090556,6.2171035,EDR
0.66081774,12.377848,EDR
12.895257,5.8923106,EDR
10.212207,4.962197,CB
5.681366,12.106867,EDR
14.940359,13.412415,EDR
4.45139,1.0500898,CB
7.744258,11.572135,EDR
16.139013,2.5175173,EDR
6.3325505,-0.46512347,CB
10.996387,3.0842202,CB
10.205259,-3.9498856,PEP
8.045633,-0.99351436,CB
8.51279,6.680582,CB
12.9727745,0.31563896,CB
12.634127,10.654151,EDR
4.340069,15.027222,EDR
14.160446,12.707839,EDR
5.6595464,16.101587,EDR
8.207457,14.100152,EDR
-10.217666,-0.9246817,EDR
7.5171957,1.76491,CB
10.041441,12.79082,EDR
5.5431056,-0.5239401,CB
7.7989707,13.197389,EDR
-0.00019290292,10.781053,EDR
10.048695,6.7030663,CB
14.926588,5.0575886,EDR
7.9895716,6.0868073,CB
3.559039,13.730906,EDR
2.3461463,9.19833,CB
0.3985048,12.98661,EDR
9.128253,0.58201057,CB
-9.963014,-0.5112113,EDR
7.55617,1.9201161,CB
11.865677,9.045961,EDR
5.773165,-2.3516178,CB
14.377721,11.113956,EDR
4.919845,15.962479,EDR
4.8806963,4.7841315,CB
8.013417,-0.3621337,CB
2.5132592,4.458822,CB
2.5563068,7.6339893,CB
-10.6491165,-0.8931509,EDR
8.027143,-3.4212515,PEP
6.682609,-1.0359493,CB
11.73366,8.779553,EDR
8.46364,1.325936,CB
7.721152,8.289789,CB
6.021515,9.261105,CB
14.028079,15.06702,EDR
4.902572,13.536043,EDR
17.031488,1.5492239,EDR
14.016134,1.4856951,EDR
15.426117,7.6451573,EDR
13.494803,8.331915,EDR
11.544041,2.9909778,EDR
10.331968,-2.3148139,CB
12.352291,3.947727,EDR
7.351389,11.649801,EDR
7.7017508,15.0368395,EDR
9.5391655,14.2900715,EDR
8.618899,14.609266,EDR
4.523662,4.6558986,CB
8.274159,-1.1286187,CB
8.500817,11.778841,EDR
15.907562,8.685125,EDR
3.8956883,7.9536715,CB
4.8179626,4.5524383,CB
5.0727406,0.17942959,CB
7.4378114,8.211404,CB
7.026081,5.1138983,CB
9.090726,11.9125595,EDR
4.4114194,15.201946,EDR
7.9336853,1.8827478,CB
12.127361,2.3645613,EDR
0.34449044,9.439706,CB
-10.52734,-1.280748,EDR
4.666089,5.7045774,CB
5.4366994,9.426474,CB
19.055342,2.743486,EDR
12.895384,0.686899,CB
13.035452,3.5299041,EDR
6.920485,1.3850782,CB
8.40562,2.364183,CB
10.733903,15.054226,EDR
8.802843,6.4845014,CB
8.398873,8.332907,CB
11.82809,5.822679,EDR
8.531304,13.902131,EDR
6.9638057,7.6057143,CB
8.562113,10.548963,EDR
3.539998,8.12204,CB
0.3357113,7.880618,CB
8.155453,3.1154907,CB
16.440775,2.5365546,EDR
11.721133,9.194232,EDR
12.317183,13.723801,EDR
13.800166,4.9217606,EDR
14.339431,0.48933646,CB
11.801296,4.0556726,CB
2.891731,12.688266,EDR
13.232541,2.2243538,EDR
