umap_x,umap_y,kmeans_cluster
15.259425,12.506692,0
-9.973802,-0.54385465,5
-11.166809,-0.9403318,5
9.568629,3.1632862,1
6.518191,10.705885,8
-0.04979327,11.439195,5
5.729107,2.2995498,1
-10.561072,-0.8736049,5
17.315681,6.2595763,9
11.305548,9.640614,0
10.802518,13.190684,2
-11.190897,-0.48336712,5
5.970483,14.632704,2
8.5319605,2.0898452,1
11.761633,2.8570895,9
8.391844,-2.0351682,4
8.9623995,2.5642552,1
4.9750996,-0.16507824,6
9.511149,8.330009,0
4.735883,4.5014234,1
16.83285,11.418104,0
9.331153,5.7071147,1
9.220741,3.5813746,1
11.322937,8.795437,0
8.121972,2.7873166,1
11.382363,3.221152,9
10.177233,6.7905498,0
12.4560375,-0.437839,4
15.890041,6.104996,9
12.145386,3.312348,9
14.721403,14.259712,0
6.07536,1.2419201,1
8.974521,5.8656855,1
7.266319,10.33144,8
10.744108,5.0696254,1
16.104153,12.33361,0
10.179923,10.248441,0
9.674402,0.8061406,1
16.56403,4.401058,9
3.7005053,10.769552,8
5.70571,11.733521,8
10.074128,-0.3370504,4
8.006885,13.42779,2
13.878397,11.178597,0
12.029413,4.9910026,9
5.422874,3.0141296,1
17.956299,5.695545,7
12.926452,7.350002,0
2.829503,11.518937,5
5.4435143,6.8150916,8
12.460988,6.3810067,0
11.689939,10.1004925,0
16.96899,10.98421,0
7.3346224,9.87191,8
12.633294,14.5376,2
9.063242,12.276153,2
0.218521,10.185865,5
14.197639,-1.0806289,4
7.90821,6.65565,1
12.250266,13.696078,2
3.5682473,2.402707,6
10.36631,14.464073,2
5.763906,15.465936,2
3.875491,1.8405195,6
1.4421424,13.297821,5
3.7138824,10.345091,8
3.9175668,3.3146534,1
9.324745,15.220924,2
8.5655775,12.646286,2
9.581833,3.9757562,1
-10.27071,-0.23519708,5
9.517096,12.03819,2
6.914584,7.1041775,8
3.515135,15.061914,5
7.5401254,8.691993,8
0.18921262,10.393492,5
14.154383,6.3654504,9
9.2677,-0.5915385,4
16.603529,9.554406,0
11.507518,14.944692,2
7.758175,11.368746,2
-10.635415,-0.21038963,5
7.608547,8.7502365,8
3.6692042,5.4808445,8
18.837582,5.9480066,7
9.012451,-0.21542037,4
12.943699,0.80658823,4
10.840711,3.7252562,1
5.8106923,15.595,2
16.308718,10.674618,0
8.512315,9.720688,2
4.3625913,2.9910126,1
14.7619295,2.6762931,9
-10.839318,-0.5110258,5
14.529675,9.77298,0
9.652689,4.733652,1
3.715476,7.5093412,8
8.652095,12.397856,2
9.471122,2.6063752,1
2.1333756,8.962052,8
12.890243,1.2036943,9
3.574701,12.0695305,8
4.04803,14.095173,5
10.8690195,9.107268,0
3.2184732,14.050723,5
5.4921827,13.276453,2
4.6930623,15.510029,5
3.1993344,2.7783442,6
15.741039,9.807738,0
8.013466,12.479717,2
7.424894,4.365867,1
-10.456823,-0.21822837,5
9.213649,15.552913,2
13.759378,6.113063,9
11.69821,13.431277,2
3.8316648,5.7032647,8
13.527228,14.175634,0
4.1220636,12.910298,5
5.123901,-0.64364254,6
2.9091492,14.786565,5
4.0227346,8.21197,8
3.2738092,3.0698085,6
15.538568,2.7210681,9
14.244897,7.369537,0
11.616503,0.33324814,4
3.77901,14.190375,5
7.917995,15.591306,2
8.323198,1.2906997,1
3.5236056,7.323208,8
2.2722318,7.1939483,8
10.235376,4.620122,1
13.510573,11.883978,0
3.0274017,2.956004,6
5.850136,8.317726,8
9.199229,6.231106,1
5.842896,4.108002,1
17.40513,2.8325865,7
17.322624,0.9620473,7
11.727767,9.464148,0
17.655123,2.1047754,7
9.374747,8.609813,0
5.263465,9.090821,8
6.946208,16.438211,2
13.08349,8.902743,0
2.725041,5.8962917,8
4.670636,6.290734,8
4.955432,11.61365,8
7.3187876,3.6423566,1
10.140123,6.5714493,1
10.365876,16.003937,2
4.2578225,15.774632,5
6.218776,9.921802,8
13.883104,5.736351,9
1.5085998,13.09876,5
5.712618,12.360129,2
-10.930331,-0.8256574,5
15.409492,11.709749,0
6.775838,2.8802178,1
12.322402,3.9599051,9
1.4844644,8.404528,8
7.051335,3.658645,1
9.650405,10.533469,2
16.94726,4.8242016,9
1.3584267,12.751299,5
4.069807,8.693848,8
14.454138,7.3411756,0
9.127282,-0.42793015,4
5.424319,6.5679464,8
11.273513,-0.8575027,4
17.423496,9.45971,0
11.101804,7.0301933,0
6.1006,11.342406,2
11.138391,5.36252,1
3.072109,7.0803466,8
11.171544,14.035516,2
7.551879,7.7763686,8
6.710783,6.2894073,1
16.02305,12.105694,0
14.107008,10.63729,0
8.620819,-1.5352788,4
12.626491,8.776714,0
5.8342633,13.920398,2
6.0821643,3.5462825,1
9.635584,11.842684,2
8.012842,14.200692,2
3.7581012,13.482625,2
8.221779,4.7836466,1
7.4837904,14.978143,2
3.8174412,10.322249,8
9.330437,12.60563,2
11.046737,8.902246,0
3.459941,8.476102,8
2.4746873,11.133395,8
9.026588,15.80249,2
6.8659906,2.1835792,1
12.155807,10.0968685,0
8.403954,11.965564,2
16.891224,2.6752849,7
3.7021346,2.4920392,6
5.1800523,8.981971,8
15.2763,9.91801,0
5.057063,0.0568782,6
3.3703954,9.60443,8
6.9106627,1.8467011,1
9.412323,4.8210597,1
2.7736528,15.04672,5
13.208964,3.4523783,9
7.8619294,13.893652,2
10.704868,7.6301107,0
6.224779,12.201774,2
4.155736,0.32505855,6
8.697969,5.4276237,1
6.029418,9.132393,8
8.966903,7.530162,1
13.898437,8.269404,0
13.328405,4.4746366,9
6.566924,15.238002,2
12.0226755,8.872843,0
10.479698,1.982151,1
15.455548,1.2707651,9
3.681697,8.3178425,8
5.5658855,11.099938,8
12.504097,4.558876,9
17.074717,9.405918,0
10.770967,12.793341,2
7.58804,3.376724,1
16.50524,6.0771174,9
5.863783,8.101797,8
4.3006477,3.9235613,1
4.9933133,8.691594,8
12.162358,11.913182,0
12.860291,2.5133848,9
0.7469935,7.118536,6
6.0456724,5.04498,1
4.984533,16.095001,5
12.226171,4.9515605,9
11.523701,5.355586,0
13.227595,13.764645,2
15.13913,1.0238361,9
13.801606,10.131162,0
10.539325,10.898822,0
15.417761,4.9056525,9
2.7465646,11.867772,5
12.020255,13.216963,2
8.230385,15.816971,2
10.788631,1.8771722,9
12.970166,3.4210932,9
1.6135972,11.366846,5
10.97416,5.772533,1
12.174136,5.545594,9
5.887883,15.739758,2
4.0315833,10.957589,8
15.895414,11.1962595,0
7.6536827,1.3613117,1
15.187212,13.300244,0
6.5027103,6.1491632,1
1.1519185,9.701659,5
1.9392226,9.181267,8
18.705786,5.3625283,7
9.649474,6.0891705,1
6.0126534,6.2554016,8
11.141764,3.32061,1
11.822583,3.503817,9
13.575116,3.8433213,9
2.700411,14.621216,5
5.775986,14.064364,2
12.024918,11.228867,0
5.180947,2.8345203,6
15.617953,11.765919,0
12.1510935,3.7192678,9
7.401235,-2.2804434,3
1.0837888,8.228947,8
10.1092205,6.3884625,1
-9.965238,-1.0710038,5
10.921227,-2.5878415,4
3.8104982,9.435889,8
5.8573723,4.601128,1
11.990065,7.6511784,0
3.1519275,3.6374593,1
4.684047,11.3832855,8
12.284391,2.960585,9
6.596057,11.317491,2
15.884963,2.3292391,9
8.696731,10.941242,2
6.9564037,-1.0892968,6
1.1187968,7.019445,8
10.704942,7.177486,0
6.453443,9.320856,8
15.4712305,3.7897418,9
0.5377564,11.567567,5
8.300762,15.445857,2
14.58385,4.6685553,9
6.5087037,7.857107,8
9.519781,2.7452407,1
6.655604,4.0282755,1
17.700987,3.1389403,7
16.106651,9.09417,0
10.161119,8.57447,0
16.434769,5.921313,9
8.888954,11.704756,2
1.2663693,7.1193027,8
3.2547286,15.347775,5
2.3818538,6.3423553,8
10.052669,7.632286,0
-10.444155,-1.5073591,5
15.138509,11.896627,0
11.8927765,6.736162,0
-10.984173,-0.8939888,5
16.662422,3.3306577,9
11.66642,13.131095,2
15.964718,5.8807015,9
1.0482758,10.4356365,8
5.8507376,2.326904,1
15.082868,4.0970836,9
2.560839,11.998525,5
8.139367,7.4472537,8
3.094206,9.3631,8
12.567874,8.034821,0
16.436531,4.072508,9
16.807922,11.172219,0
15.654343,4.60915,9
19.418629,4.571048,7
6.9762683,14.615248,2
8.658958,8.732215,8
19.333857,4.22291,7
8.209769,10.629831,2
8.102192,16.602026,2
9.521537,5.3059616,1
6.974521,2.8500745,1
5.6863503,11.570743,8
6.9468994,1.5057478,1
19.097675,2.6291656,7
8.845984,1.2654912,1
6.3651733,8.09343,8
10.327916,13.677964,2
9.56406,1.9211677,1
8.465277,10.023868,8
8.265878,14.376352,2
5.2364116,11.048579,8
8.024743,-2.392227,3
12.647605,14.423913,2
14.058152,11.003685,0
10.1553335,4.8427505,1
10.216358,15.015592,2
16.21326,6.812666,0
9.585782,6.8409953,1
14.666852,2.545695,9
12.404459,8.310755,0
7.565063,0.36420712,1
-10.988776,-1.272376,5
9.693162,8.426833,1
6.5344505,4.45437,1
7.7149944,8.390524,8
11.09589,2.421604,1
8.754295,9.696737,2
13.564052,8.013636,0
12.6051235,5.690551,9
9.279016,6.540438,1
10.65009,8.826044,0
5.8658566,3.307006,1
13.221783,1.9766263,9
2.0290418,10.584846,8
4.9403834,5.0842204,1
3.0224378,9.283399,8
11.89722,7.0387177,0
12.155436,9.12388,0
4.5804195,7.525535,8
5.0189734,9.968824,8
16.465221,11.423987,0
11.538577,1.4980208,9
4.6301055,6.1353035,8
4.159035,9.1333685,8
2.8780603,14.91703,5
-10.324076,-0.72547555,5
13.1704645,11.70677,0
10.424618,11.8051815,2
13.0339985,14.683092,2
13.414673,12.132264,0
16.046738,8.0029,0
5.5063605,3.4045744,1
6.5226355,11.514377,2
9.076659,7.5532002,1
6.6874156,7.856252,8
1.1865289,13.007742,5
9.108851,15.476871,2
8.92083,3.2991526,1
0.23268822,9.520443,5
11.194791,6.7169604,0
6.6384983,13.020313,2
19.012623,6.0455995,7
17.604464,2.8963153,7
2.1605299,9.016476,8
16.904827,10.252202,0
7.2161474,1.2557346,1
5.592855,0.39865732,6
4.800474,-0.087228715,6
6.5008006,5.3247614,1
11.617726,4.621152,1
3.2219653,9.50905,8
8.356166,1.0836529,1
12.518168,9.965662,0
10.135727,2.057747,1
15.087102,7.3611393,0
10.126483,3.5094147,1
7.8052654,7.2594295,1
7.918377,-2.8746698,3
17.682543,6.152792,9
8.534671,8.764367,0
10.387725,6.594633,1
2.3994334,8.680886,8
14.050558,14.677973,2
10.299405,3.1626494,1
6.562677,6.369046,1
16.18484,10.050158,0
12.279877,4.5136476,9
14.902662,6.04764,9
3.3886163,10.790389,8
11.577448,8.9076,0
7.7208076,14.092226,2
5.5639515,9.870882,8
12.047209,7.155603,0
4.462157,10.235992,8
5.360249,11.174139,8
7.91305,1.9035006,1
11.467126,1.7118225,9
12.225965,8.409168,0
9.615273,4.992436,1
9.0310755,7.34016,1
10.318553,3.4976892,1
13.173155,6.662466,0
5.0164104,8.234506,8
6.1615767,16.539436,2
4.9555435,5.9076767,8
7.856903,6.8044276,1
6.9195013,6.41649,1
11.212035,12.450483,2
10.598006,13.371785,2
13.48136,5.245609,9
8.995782,3.9453475,1
12.241433,0.41962534,4
8.581332,1.1838009,1
8.571897,15.090746,2
12.323881,7.296726,0
4.1048613,15.557712,5
4.76569,1.2624818,6
13.926805,13.760104,2
4.4208117,4.691028,8
14.507751,-0.76708287,4
12.807849,13.13536,0
8.222539,12.984574,2
6.5563774,11.559396,2
11.76559,8.82088,0
13.097052,2.7553043,9
15.447928,9.466034,0
12.878372,15.016795,2
15.950103,5.6096725,9
-10.71362,-0.67950267,5
9.372279,-2.3171043,3
11.449514,-0.9097211,4
12.141543,14.941056,2
11.790481,3.8161523,9
11.89809,-2.478763,4
6.7607327,4.609436,1
14.352708,7.4394455,0
-10.0278425,-0.53233266,5
7.420546,16.516815,2
14.97412,13.51448,0
13.830616,13.529734,0
5.064857,4.9260902,1
13.808728,1.2657999,9
9.13465,12.395131,2
11.737675,-2.9823828,4
13.09053,11.142795,0
14.567296,1.9583131,9
14.398926,13.893211,2
10.990071,-1.3526145,4
11.8160925,9.916973,0
17.11858,7.715214,0
12.378872,-0.7014605,4
8.346748,4.2187886,1
4.3033705,2.8692245,1
11.550354,2.9330122,9
12.284167,13.592242,2
6.3748455,16.262434,2
13.096427,7.159366,0
12.319208,14.488862,2
4.1948357,7.4589605,8
17.138369,2.3646574,7
-10.283607,-1.0386688,5
9.944763,-1.538321,4
7.0275207,10.993427,2
3.2848513,5.027567,8
5.3685865,7.80938,8
6.9577727,9.954746,8
12.990199,6.7281876,0
10.401216,4.5161495,1
12.371706,8.592057,0
13.810334,11.135552,0
7.187615,10.575916,2
8.703784,13.602939,2
12.951759,3.3413994,9
3.546939,5.66151,8
16.261229,5.485367,9
5.8632026,7.1284404,8
13.931409,8.723671,0
7.9330893,6.3409557,1
11.6385975,6.4520464,0
14.571982,1.8588235,9
7.552469,1.6089483,1
5.045061,5.46817,1
13.51388,-0.84569365,4
7.1156783,6.311239,1
14.139562,10.559845,0
9.976512,-0.9395003,4
8.357849,-4.331435,3
0.8131989,10.037484,5
4.4852796,8.213711,8
6.638841,11.588087,2
10.765574,-0.014358418,4
9.509624,8.088024,0
6.806704,7.4853234,8
4.4245286,8.640603,8
-10.636931,-0.34075415,5
8.624669,-1.052304,4
10.108136,4.024769,1
-10.384546,-1.4666691,5
7.119255,11.20338,2
5.0120792,4.1004663,1
9.811586,10.263613,0
10.380702,6.8075023,1
6.217947,7.6591277,8
8.609824,-3.9275837,3
7.7288685,12.046427,2
10.5219965,9.057505,0
5.4288177,11.382455,8
14.321567,7.0402174,0
12.807702,11.188681,0
7.612935,5.7661376,1
5.7295637,-1.0895416,6
18.611275,5.419976,7
17.684208,7.4730105,0
4.340619,13.107705,2
6.820561,1.1099421,1
0.12866776,8.1844,6
5.5354543,4.6035094,1
11.899678,1.086735,9
12.234907,2.698922,9
10.219268,-2.9317234,3
5.886098,14.981743,2
9.094741,4.2381496,1
8.90596,7.073561,1
13.102431,12.301345,0
2.232996,14.691835,5
5.529367,8.77168,8
11.684053,10.01814,0
7.955184,4.8467374,1
10.838946,13.049602,2
6.940338,11.810118,2
2.5995133,6.3504667,8
11.113358,3.9257228,9
3.1075265,3.9535062,8
8.13401,4.0667934,1
12.338507,11.430779,0
13.3053,7.757743,0
7.691994,8.519608,8
5.456281,9.194938,8
5.048741,13.110928,2
14.344745,0.7898516,9
15.361711,3.8979158,9
15.782583,6.9235964,0
7.0876727,13.240171,2
13.969333,4.2991524,9
14.59258,2.409112,9
15.764444,4.0283494,9
6.9070873,13.967046,2
11.015782,5.229612,1
4.744713,11.5600395,8
5.694317,12.66282,2
7.9588857,15.318705,2
6.028988,14.225749,2
-10.824316,-0.8719854,5
13.623738,6.8039556,0
16.521559,8.760891,0
3.8774295,9.71021,8
1.8822813,13.046468,5
5.0149226,5.537383,8
7.7510614,-3.0762303,3
13.635629,14.805534,2
9.563695,11.448798,2
2.5407166,8.716192,8
7.3470063,-4.5049605,3
11.7773075,15.033537,2
6.731941,2.8571832,1
11.017803,14.214527,2
17.094088,2.1175666,7
11.0390625,11.071521,0
-11.030847,-0.6957352,5
12.004048,-3.5089588,3
13.676261,12.6978,0
1.3738631,8.470627,8
11.282928,14.1586685,2
2.934513,14.828919,5
16.784952,9.948872,0
11.2951145,7.974155,0
9.346134,-0.97754765,4
12.067539,3.2332811,9
12.579481,10.387814,0
4.6190386,14.315095,2
5.7439346,6.7336206,8
16.444347,8.304312,0
1.9378024,11.957723,5
11.524829,4.5461154,9
13.746814,14.151582,0
18.837633,2.952159,7
11.84917,2.8610847,9
12.872236,0.5850062,4
7.576138,15.420949,2
16.176504,9.000893,0
6.1155105,9.058192,8
3.0604222,9.873937,8
18.490482,5.120959,7
8.328185,15.410941,2
14.923327,1.7433083,9
10.09732,11.829813,2
14.127877,12.090899,0
9.071626,1.6511546,1
16.709005,8.977871,0
4.0048347,11.172144,8
21.418512,9.510735,8
15.536898,-0.16639465,4
15.406111,8.771513,0
-10.949734,-0.90292096,5
13.800863,3.5080483,9
17.97243,1.5132552,7
2.011999,11.314656,5
13.399428,12.640959,0
7.797163,7.167108,8
10.079447,6.209019,1
7.486758,-1.5356183,6
10.953842,15.909356,2
17.895477,2.7550642,7
7.9873185,10.274189,8
3.4974494,7.996784,8
6.00034,2.884119,1
17.465511,8.274571,0
11.446946,3.7698607,1
-11.166799,-0.8310443,5
5.308086,0.53811896,6
10.927661,-3.3396578,3
9.809527,14.639788,2
10.067042,13.28236,2
13.886789,0.923024,9
4.9998913,8.150611,8
14.282271,7.1817384,0
8.424422,16.325314,2
1.7759535,7.393065,8
6.68685,0.06317742,6
0.0007612829,10.293292,5
18.529629,3.6266615,7
9.428217,0.01785786,4
3.5733209,3.8028286,1
13.788398,14.823139,2
5.3445215,12.768333,2
5.583684,9.218578,8
3.0658464,8.032658,8
13.629642,15.186059,2
4.294657,4.2337246,1
5.981312,14.894104,2
7.87925,12.423977,2
7.0208607,10.629331,8
-10.133037,-0.6833814,5
5.018391,13.577927,2
12.738058,0.42055342,4
17.778564,3.8610227,7
14.616446,14.618177,2
11.790203,14.03049,2
6.3341227,4.031514,1
5.343091,10.05705,8
8.511688,-4.014342,3
-10.903204,-0.7402747,5
13.76443,9.2828665,0
5.681393,0.93952304,6
16.295393,12.615641,0
0.7722537,6.961831,6
8.766285,-4.195726,3
11.477575,11.282032,0
12.696159,10.372559,0
5.963947,4.4923654,1
2.428098,11.361654,8
9.146843,0.36687726,1
6.6755595,-0.8573261,6
11.673703,8.759132,0
4.3568363,5.800312,8
7.422582,1.442507,1
14.372988,3.8293738,9
9.997789,10.676666,0
11.542128,-2.9753714,4
4.789023,0.41137865,6
14.970238,1.7236384,9
7.430204,-2.6261356,3
10.71046,-1.9010029,4
10.736958,8.265428,0
12.913884,9.063273,0
11.084648,4.4087443,1
17.241184,1.5842974,7
7.9188776,14.989748,2
16.90525,4.4770546,9
10.456437,12.563698,2
7.5827413,7.116204,8
8.330839,8.335401,8
9.657643,5.830335,1
13.579197,11.758654,0
2.7198362,15.213714,5
-9.973422,-0.6033167,5
6.6056285,14.926192,2
15.399043,8.03903,0
13.51617,10.502449,0
9.610322,3.907941,1
4.145551,0.62656885,6
4.777084,3.7024126,8
14.261128,1.6690285,9
17.046083,6.0122285,9
-10.018913,-0.46993265,5
15.885056,4.6464963,9
10.472126,8.940374,0
11.52285,8.496624,0
5.8079696,0.9889215,6
7.0852103,11.523147,2
13.2870865,13.666891,2
6.673953,11.4542,2
4.044277,0.23129511,6
7.3046083,4.84275,1
10.113349,-3.1462665,3
11.568738,14.699935,2
3.8246968,13.712705,5
7.368236,10.2821665,8
8.449849,6.5638213,1
2.606235,6.8306446,8
0.7858508,7.667527,8
5.779195,6.338164,8
11.175185,3.921892,1
10.595203,1.006703,1
7.5192275,2.5411277,1
5.986222,4.3281345,1
9.205069,12.315854,2
14.980219,9.937096,0
8.836022,-1.3863096,4
15.852176,6.526484,9
3.2275836,6.1844916,8
14.495797,3.964242,9
11.670981,13.718949,2
13.945236,1.3858454,9
14.765051,8.671748,0
11.57171,2.914766,9
9.826758,5.9874334,1
13.521899,9.698252,0
12.304128,3.0758696,9
6.927261,14.727349,2
4.522673,3.430063,8
11.185234,0.7466707,4
8.181026,15.110233,2
7.584663,0.0076757856,1
7.2622447,13.229247,2
13.334559,8.402173,0
9.969511,6.2793064,1
17.077833,4.3879957,7
16.844936,5.194129,9
9.994598,14.760027,2
11.713565,2.3594213,9
8.979349,9.857166,2
6.2830453,3.0820086,1
11.582517,9.692735,0
11.75009,14.650946,2
9.08963,-1.3405229,4
9.226809,13.139216,2
12.236354,11.450999,0
8.959176,-4.2325654,3
-10.545037,-0.6041616,5
7.5705523,6.1492486,1
14.090556,6.2171035,9
0.66081774,12.377848,5
12.895257,5.8923106,9
10.212207,4.962197,1
5.681366,12.106867,2
14.940359,13.412415,0
4.45139,1.0500898,6
7.744258,11.572135,2
16.139013,2.5175173,9
6.3325505,-0.46512347,6
10.996387,3.0842202,1
10.205259,-3.9498856,3
8.045633,-0.99351436,6
8.51279,6.680582,1
12.9727745,0.31563896,4
12.634127,10.654151,0
4.340069,15.027222,5
14.160446,12.707839,0
5.6595464,16.101587,2
8.207457,14.100152,2
-10.217666,-0.9246817,5
7.5171957,1.76491,1
10.041441,12.79082,2
5.5431056,-0.5239401,6
7.7989707,13.197389,2
-0.00019290292,10.781053,5
10.048695,6.7030663,1
14.926588,5.0575886,9
7.9895716,6.0868073,1
3.559039,13.730906,5
2.3461463,9.19833,8
0.3985048,12.98661,5
9.128253,0.58201057,1
-9.963014,-0.5112113,5
7.55617,1.9201161,1
11.865677,9.045961,0
5.773165,-2.3516178,6
14.377721,11.113956,0
4.919845,15.962479,5
4.8806963,4.7841315,1
8.013417,-0.3621337,6
2.5132592,4.458822,8
2.5563068,7.6339893,8
-10.6491165,-0.8931509,5
8.027143,-3.4212515,3
6.682609,-1.0359493,6
11.73366,8.779553,0
8.46364,1.325936,1
7.721152,8.289789,8
6.021515,9.261105,8
14.028079,15.06702,2
4.902572,13.536043,2
17.031488,1.5492239,7
14.016134,1.4856951,9
15.426117,7.6451573,0
13.494803,8.331915,0
11.544041,2.9909778,9
10.331968,-2.3148139,4
12.352291,3.947727,9
7.351389,11.649801,2
7.7017508,15.0368395,2
9.5391655,14.2900715,2
8.618899,14.609266,2
4.523662,4.6558986,8
8.274159,-1.1286187,4
8.500817,11.778841,2
15.907562,8.685125,0
3.8956883,7.9536715,8
4.8179626,4.5524383,1
5.0727406,0.17942959,6
7.4378114,8.211404,8
7.026081,5.1138983,1
9.090726,11.9125595,2
4.4114194,15.201946,5
7.9336853,1.8827478,1
12.127361,2.3645613,9
0.34449044,9.439706,8
-10.52734,-1.280748,5
4.666089,5.7045774,8
5.4366994,9.426474,8
19.055342,2.743486,7
12.895384,0.686899,4
13.035452,3.5299041,9
6.920485,1.3850782,1
8.40562,2.364183,1
10.733903,15.054226,2
8.802843,6.4845014,1
8.398873,8.332907,8
11.82809,5.822679,9
8.531304,13.902131,2
6.9638057,7.6057143,8
8.562113,10.548963,2
3.539998,8.12204,8
0.3357113,7.880618,6
8.155453,3.1154907,1
16.440775,2.5365546,9
11.721133,9.194232,0
12.317183,13.723801,0
13.800166,4.9217606,9
14.339431,0.48933646,4
11.801296,4.0556726,1
2.891731,12.688266,5
13.232541,2.2243538,9
12.669044,5.370088,9
3.8842375,4.682431,1
8.444283,11.107092,2
12.767458,6.9510694,0
7.0266814,0.050175324,6
9.428225,15.532721,2
4.7033615,12.250933,2
13.122727,3.1210651,9
14.799532,4.9386616,9
18.299454,2.2626603,7
4.546924,9.768196,8
11.836402,4.4085913,1
9.223582,8.810992,8
13.34608,2.3342135,9
13.445388,15.534917,2
12.208564,13.817794,2
5.5203714,10.156758,8
6.7325993,4.3906045,1
-10.416263,-0.46410033,5
14.243884,6.3832645,9
5.524961,5.378226,1
14.057137,8.845999,0
3.7600663,13.75032,5
2.5251696,12.040091,5
-10.56259,-1.4282542,5
14.949818,0.19183613,4
10.353674,12.273369,2
6.6607223,-0.5464731,6
4.1837406,3.1342611,1
6.4824557,13.006601,2
13.702489,6.450776,0
0.6287514,13.160293,5
8.682976,14.513176,2
7.7611265,3.5082562,1
13.321668,11.873875,0
11.8927965,7.3072605,0
4.9025044,0.3589145,6
11.196325,0.4716988,4
11.733481,0.74718124,9
4.264723,14.442602,5
4.539453,13.429673,2
8.946435,14.264924,2
8.363766,14.96623,2
15.331498,4.1754146,9
6.235821,6.9340043,8
11.379484,0.544123,4
12.285728,4.6912127,9
17.217495,6.419487,9
5.3527656,3.5996687,1
14.735921,10.436348,0
2.3891234,4.3264523,8
10.181793,15.878379,2
4.6223226,9.069596,8
13.53582,1.9234806,9
16.74587,11.004285,0
8.613014,-1.5939085,4
0.009683861,11.108554,5
16.163136,8.373956,0
11.9281,15.649669,2
15.218454,11.263359,0
5.052311,7.323517,8
7.945726,5.1569324,1
-10.297226,-0.7420151,5
12.007329,4.9964333,9
10.098318,2.2684526,1
3.3250816,10.018564,8
9.627635,5.417625,1
3.215261,12.344198,8
7.719228,9.382371,8
8.164354,7.9332848,8
8.9868145,13.033207,2
7.835355,12.743227,2
9.042774,4.222733,1
3.4218287,10.1290655,8
12.482365,6.4980297,0
6.433901,0.055765513,6
9.763493,11.508626,2
9.611806,12.477058,2
8.988912,9.732355,2
16.831507,9.61031,0
3.9386344,4.3366976,1
8.52787,1.4455639,1
11.678749,15.210466,2
7.94203,3.3971336,1
14.164407,3.5114064,9
13.774703,-1.1576135,4
15.779921,7.728081,0
7.658402,16.130697,2
1.8076051,14.044592,5
13.701182,1.0811536,9
7.319431,5.1580367,1
5.517188,12.70616,2
9.245413,5.2229185,1
0.21932247,12.908512,5
5.4804583,10.981574,8
16.13354,6.2108154,9
9.551976,-4.1250534,3
15.84194,5.8515606,9
10.203215,11.537143,2
-10.378267,-0.9316391,5
7.0274854,4.4438186,1
2.106912,8.585854,8
4.5653195,2.1958454,6
1.1159154,9.765884,5
12.114325,11.604375,0
3.5019546,8.019521,8
7.9897037,5.4146,1
2.6570585,5.344581,8
14.213168,12.216427,0
14.697383,8.932288,0
11.477622,12.9983225,2
14.756707,10.668127,0
16.844687,3.7143898,7
8.72643,8.505909,8
11.261617,0.542804,4
13.104942,15.575134,2
5.851232,5.446499,1
14.829824,4.8107243,9
0.27563676,12.046451,5
12.437998,6.293223,0
10.649252,8.396829,0
