year,value,count,std,predicted
1991.0,0.2900330077777777,6,0.021024233102041493,0.23435317152708457
1996.0,0.3163188266666666,3,0.0,0.2231560278857012
1998.0,0.27691736922830634,4,0.31623524132321057,0.2186771704291477
1999.0,0.17438485138333334,3,0.010017370203102454,0.2164377417008705
2002.0,0.07061176416666663,6,0.10726351622554589,0.20971945551603977
2004.0,0.1516708835306122,7,0.14468118876931577,0.20524059805948625
2005.0,0.08328758833333333,9,0.11376711473805724,0.20300116933120993
2006.0,0.2126192499810606,8,0.24534657824548095,0.20076174060293273
2007.0,0.05130154111111106,9,0.13977640952077702,0.1985223118746564
2008.0,0.2706407062653846,10,0.24567026034083406,0.1962828831463792
2009.0,0.22587830677777773,15,0.15223071424134366,0.1940434544181029
2010.0,0.24389479921052626,14,0.2384215838313162,0.19180402568982569
2011.0,0.20242437333333332,3,0.058583246840445205,0.18956459696154937
2013.0,0.32151190599999996,5,0.25309694039871744,0.18508573950499585
2014.0,0.12879198638830164,11,0.18898548894427775,0.18284631077671865
2015.0,0.20981611931894606,17,0.20390075865662782,0.18060688204844233
