year,value,count,std,predicted
1960.0,0.16080426857142857,3,0.04868029379990732,0.1539653585013629
1970.0,0.15858058336657163,9,0.05196687700274035,0.15237134659142504
1971.0,0.12520645467251604,17,0.05639163343304908,0.15221194540043126
1972.0,0.08827958619708988,12,0.08590342981112084,0.15205254420943748
1974.0,0.23728198133333328,5,0.13128201301761536,0.15173374182744992
1975.0,0.1668385434218962,29,0.07207838570690098,0.15157434063645614
1976.0,0.12869622676855283,14,0.06214483076707948,0.15141493944546236
1977.0,0.17096440217289624,13,0.0679616822816112,0.15125553825446858
1978.0,0.14762184884089458,25,0.06012086104615137,0.15109613706347474
1980.0,0.11978572172586933,105,0.06339309071032985,0.15077733468148719
1981.0,0.14111022790418726,26,0.0592033807430975,0.1506179334904934
1982.0,0.16387191216194913,33,0.0793636817352879,0.15045853229949963
1983.0,0.1450573369816849,157,0.07564999204831456,0.15029913110850585
1984.0,0.17091684384039615,68,0.10764866538086842,0.15013972991751207
1985.0,0.1496562185764624,115,0.07276533450391803,0.14998032872651829
1986.0,0.14140185677607575,119,0.06234400510484999,0.1498209275355245
1987.0,0.157837901742029,239,0.06564578641128603,0.14966152634453073
1988.0,0.14514444919798727,271,0.0644517647273153,0.14950212515353695
1989.0,0.16260429790788114,500,0.07657669414182364,0.14934272396254317
1990.0,0.14334786966886934,362,0.07098843222192093,0.1491833227715494
1991.0,0.14913048699534062,403,0.08319366842734686,0.1490239215805556
1992.0,0.14172365262433914,636,0.070329537022874,0.14886452038956183
1993.0,0.14800484837847921,465,0.07737089886733786,0.14870511919856805
1994.0,0.1533382277956912,737,0.08002450835164697,0.1485457180075742
1995.0,0.14904330103113256,695,0.0751844366843415,0.14838631681658043
1996.0,0.14447144007440016,864,0.06965028716768897,0.14822691562558665
1997.0,0.15073315693139958,1046,0.07117226065858334,0.14806751443459287
1998.0,0.14724042902356077,1340,0.0773664270312401,0.1479081132435991
1999.0,0.14062664471757955,1226,0.06353425921816377,0.1477487120526053
2000.0,0.14914915789099117,2190,0.07366997219384627,0.14758931086161153
2001.0,0.1534748937179499,1801,0.07946655180642663,0.14742990967061775
2002.0,0.14664886198476718,2089,0.0771425733506601,0.14727050847962397
2003.0,0.14754076939660798,3434,0.0744312134278859,0.1471111072886302
2004.0,0.14473264146091808,3087,0.07489551019596768,0.14695170609763641
2005.0,0.14624072383949313,4179,0.07341136082423388,0.14679230490664263
2006.0,0.14808135169731695,6103,0.0784529779011179,0.14663290371564885
2007.0,0.14857445947341097,5600,0.07468059894921532,0.14647350252465507
2008.0,0.14597131209004668,4819,0.07669373956701805,0.1463141013336613
2009.0,0.1446135460253339,4300,0.07403438008398737,0.14615470014266746
2010.0,0.14626752491285938,6570,0.07554387077374057,0.14599529895167368
2011.0,0.1430070583934525,5143,0.07214548940959195,0.1458358977606799
2012.0,0.14168858310908128,2859,0.06905459831329196,0.14567649656968612
2013.0,0.14362971640176148,2274,0.07448905212226195,0.14551709537869234
2014.0,0.14510471130109398,2634,0.07359791441885118,0.14535769418769856
2015.0,0.1488979929944801,3341,0.07695908212068713,0.14519829299670478
2016.0,0.14935239590885824,2212,0.07380543821262049,0.145038891805711
2017.0,0.14285915255893158,156,0.07404589388329652,0.14487949061471722
