year,value,count,std,predicted
1978.0,0.2995238095238095,3,0.050641866468918585,0.27869297735222354
1996.0,0.361,4,0.018000000000000016,0.3831247460412417
1997.0,0.3684400641025641,6,0.03630051164359511,0.3889265109684086
1999.0,0.4043333333333333,4,0.10430794863359233,0.4005300408227441
2000.0,0.41383333333333333,3,0.08689984656679971,0.406331805749911
2003.0,0.43278600606909423,8,0.06651412629651401,0.4237371005314152
2005.0,0.38792398190045246,10,0.0789986404877372,0.43534063038575077
2006.0,0.4673868690654673,12,0.10123542720536985,0.44114239531291766
2007.0,0.41360513886984485,10,0.0943307409474413,0.44694416024008454
2008.0,0.5320854541809851,15,0.16328163883784852,0.4527459251672532
2009.0,0.4196585714285714,10,0.07271456651643789,0.4585476900944201
2011.0,0.4904672423245614,8,0.1493965464654408,0.47015121994875564
2013.0,0.4514172305660108,13,0.11707534928305748,0.4817547498030912
2014.0,0.4459024138069533,20,0.1212598572217299,0.4875565147302581
2015.0,0.5006457167832168,22,0.14475259628051138,0.49335827965742673
2016.0,0.5590356261022928,9,0.12899076498452633,0.4991600445845936
